"observed_scientific_name","valid_scientific_name","rank","vernacular_fr","kingdom","phylum","class","order","family","genus","species"
"Ectoedemia","Ectoedemia","genus","","Animalia","Arthropoda","Insecta","Lepidoptera","Nepticulidae","Ectoedemia",""
"Phycitodes albatella","Phycitodes albatella","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Pyralidae","Phycitodes","Phycitodes albatella"
"Zale","Zale","genus","","Animalia","Arthropoda","Insecta","Lepidoptera","Erebidae","Zale",""
"Argyresthia aureoargentella","Argyresthia aureoargentella","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Argyresthiidae","Argyresthia","Argyresthia aureoargentella"
"Coleophora mcdunnoughiella","Coleophora mcdunnoughiella","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Coleophoridae","Coleophora","Coleophora mcdunnoughiella"
"Duospina trichella","Duospina trichella","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Coleophoridae","Duospina","Duospina trichella"
"Coleophora heinrichella","Coleophora heinrichella","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Coleophoridae","Coleophora","Coleophora heinrichella"
"Coenonympha","Coenonympha","genus","","Animalia","Arthropoda","Insecta","Lepidoptera","Nymphalidae","Coenonympha",""
"Virbia","Virbia","genus","","Animalia","Arthropoda","Insecta","Lepidoptera","Erebidae","Virbia",""
"Diathrausta harlequinalis","Diathrausta harlequinalis","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Crambidae","Diathrausta","Diathrausta harlequinalis"
"Acrobasis demotella","Acrobasis demotella","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Pyralidae","Acrobasis","Acrobasis demotella"
"Cauchas cyanella","Cauchas cyanella","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Adelidae","Cauchas","Cauchas cyanella"
"Coleophora concolorella","Coleophora concolorella","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Coleophoridae","Coleophora","Coleophora concolorella"
"Chionodes praeco","Chionodes praeco","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Gelechiidae","Chionodes","Chionodes praecia"
"Papaipema","Papaipema","genus","","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Papaipema",""
"Parornix obliterella","Parornix obliterella","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Gracillariidae","Parornix","Parornix obliterella"
"Aristotelia","Aristotelia","genus","","Animalia","Arthropoda","Insecta","Lepidoptera","Gelechiidae","Aristotelia",""
"Coleophora bispinatella","Coleophora bispinatella","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Coleophoridae","Coleophora","Coleophora bispinatella"
"Metendothenia","Metendothenia","genus","","Animalia","Arthropoda","Insecta","Lepidoptera","Tortricidae","Metendothenia",""
"Coleophora multipulvella","Coleophora multipulvella","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Coleophoridae","Coleophora","Coleophora multipulvella"
"Blastobasis floridella","Blastobasis floridella","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Blastobasidae","Blastobasis","Blastobasis floridella"
"Agrotis obliqua","Agrotis obliqua","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Agrotis","Agrotis obliqua"
"Meroptera abditiva","Meroptera abditiva","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Pyralidae","Meroptera","Meroptera abditiva"
"Coleophora canadensisella","Coleophora canadensisella","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Coleophoridae","Coleophora","Coleophora canadensisella"
"Epiblema strenuana","Epiblema strenuana","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Tortricidae","Epiblema","Epiblema strenuana"
"Caloptilia populetorum","Caloptilia populetorum","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Gracillariidae","Caloptilia","Caloptilia populetorum"
"Chrysoesthia drurella","Chrysoesthia drurella","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Gelechiidae","Chrysoesthia","Chrysoesthia drurella"
"Gnorimoschema shepherdiae","Gnorimoschema shepherdiae","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Gelechiidae","Gnorimoschema","Gnorimoschema shepherdiae"
"Landryia matutella","Landryia matutella","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Scythrididae","Landryia","Landryia matutella"
"Schreckensteinia erythriella","Schreckensteinia erythriella","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Schreckensteiniidae","Schreckensteinia","Schreckensteinia erythriella"
"Chionodes obscurusella","Chionodes obscurusella","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Gelechiidae","Chionodes","Chionodes obscurusella"
"Coleophora latronella","Coleophora latronella","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Coleophoridae","Coleophora","Coleophora latronella"
"Coleophora cornella","Coleophora cornella","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Coleophoridae","Coleophora","Coleophora cornella"
"Euphydryas","Euphydryas","subgenus","","Animalia","Arthropoda","Insecta","Lepidoptera","Nymphalidae","Euphydryas",""
"Olethreutes baccatana","Olethreutes baccatana","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Tortricidae","Olethreutes","Olethreutes baccatana"
"Neoligia crytora","Neoligia crytora","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Neoligia","Neoligia crytora"
"Spiramater grandis","Spiramater grandis","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Spiramater","Spiramater grandis"
"Euxoa","Euxoa","genus","","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Euxoa",""
"Eupithecia palpata","Eupithecia palpata","species","Arpenteuse (petite) du pin","Animalia","Arthropoda","Insecta","Lepidoptera","Geometridae","Eupithecia","Eupithecia palpata"
"Archips fervidana","Archips fervidana","species","Tisseuse du chêne","Animalia","Arthropoda","Insecta","Lepidoptera","Tortricidae","Archips","Archips fervidana"
"Eupithecia subfuscata","Eupithecia subfuscata","species","L'eupithécie noirâtre","Animalia","Arthropoda","Insecta","Lepidoptera","Geometridae","Eupithecia","Eupithecia subfuscata"
"Lobesia bicinctana","Lobesia bicinctana","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Tortricidae","Lobesia","Lobesia bicinctana"
"Incurvaria rubiella","Incurvaria rubiella","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Incurvariidae","Incurvaria","Incurvaria rubiella"
"Cydia nigricana","Cydia nigricana","species","Tordeuse du pois","Animalia","Arthropoda","Insecta","Lepidoptera","Tortricidae","Cydia","Cydia nigricana"
"Epinotia solicitana","Epinotia solicitana","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Tortricidae","Epinotia","Epinotia solicitana"
"Coleophora lineapulvella","Coleophora lineapulvella","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Coleophoridae","Coleophora","Coleophora lineapulvella"
"Proteoteras willingana","Proteoteras willingana","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Tortricidae","Proteoteras","Proteoteras willingana"
"Hyppa","Hyppa","genus","","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Hyppa",""
"Sinoe","Sinoe","genus","Comte de sinoe","Animalia","Arthropoda","Insecta","Lepidoptera","Gelechiidae","Sinoe",""
"Eudonia","Eudonia","genus","","Animalia","Arthropoda","Insecta","Lepidoptera","Crambidae","Eudonia",""
"Exoteleia pinifoliella","Exoteleia pinifoliella","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Gelechiidae","Exoteleia","Exoteleia pinifoliella"
"Autographa flagellum","Autographa flagellum","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Autographa","Autographa flagellum"
"Heterocampa umbrata pulverea","Heterocampa umbrata pulverea","subspecies","","Animalia","Arthropoda","Insecta","Lepidoptera","Notodontidae","Heterocampa","Heterocampa umbrata"
"Chytonix sensilis","Chytonix sensilis","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Chytonix","Chytonix sensilis"
"Acronicta dactylina","Acronicta dactylina","species","Acronycte de l'aulne","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Acronicta","Acronicta dactylina"
"Plutella xylostella","Plutella xylostella","species","Teigne des choux","Animalia","Arthropoda","Insecta","Lepidoptera","Plutellidae","Plutella","Plutella xylostella"
"Coleophora vacciniivorella","Coleophora vacciniivorella","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Coleophoridae","Coleophora","Coleophora vacciniivorella"
"Platarctia parthenos","Platarctia parthenos","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Erebidae","Platarctia","Platarctia parthenos"
"Euxoa sinelinea","Euxoa sinelinea","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Euxoa","Euxoa sinelinea"
"Apamea cogitata","Apamea cogitata","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Apamea","Apamea cogitata"
"Acronicta laetifica","Acronicta laetifica","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Acronicta","Acronicta laetifica"
"Pococera expandens","Pococera expandens","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Pyralidae","Pococera","Pococera expandens"
"Pediasia","Pediasia","genus","Oseriates","Animalia","Arthropoda","Insecta","Lepidoptera","Crambidae","Pediasia",""
"Alloclemensia americana","Alloclemensia americana","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Incurvariidae","Alloclemensia","Alloclemensia americana"
"Pseudotelphusa belangerella","Pseudotelphusa belangerella","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Gelechiidae","Pseudotelphusa","Pseudotelphusa belangerella"
"Cabera","Cabera","genus","","Animalia","Arthropoda","Insecta","Lepidoptera","Geometridae","Cabera",""
"Diarsia","Diarsia","genus","","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Diarsia",""
"Endothenia","Endothenia","genus","","Animalia","Arthropoda","Insecta","Lepidoptera","Tortricidae","Endothenia",""
"Xylena germana","Xylena germana","species","Lithomoia germana","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Xylena","Xylena germana"
"Pseudochelaria pennsylvanica","Pseudochelaria pennsylvanica","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Gelechiidae","Pseudochelaria","Pseudochelaria pennsylvanica"
"Xylena","Xylena","genus","","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Xylena",""
"Stigmella apicialbella","Stigmella apicialbella","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Nepticulidae","Stigmella","Stigmella apicialbella"
"Nola cilicoides","Nola cilicoides","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Nolidae","Nola","Nola cilicoides"
"Abagrotis anchocelioides","Abagrotis anchocelioides","species","Rhynchagrotis anchocelioides","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Abagrotis","Abagrotis anchocelioides"
"Faronta diffusa","Dargida diffusa","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Dargida","Dargida diffusa"
"Oeneis bore taygete","Oeneis bore taygete","subspecies","","Animalia","Arthropoda","Insecta","Lepidoptera","Nymphalidae","Oeneis","Oeneis bore"
"Speyeria cybele novascotiae","Speyeria cybele novascotiae","subspecies","","Animalia","Arthropoda","Insecta","Lepidoptera","Nymphalidae","Speyeria","Speyeria cybele"
"Papilio brevicauda gaspeensis","Papilio brevicauda gaspeensis","subspecies","","Animalia","Arthropoda","Insecta","Lepidoptera","Papilionidae","Papilio","Papilio brevicauda"
"Oeneis melissa melissa","Oeneis melissa melissa","subspecies","","Animalia","Arthropoda","Insecta","Lepidoptera","Nymphalidae","Oeneis","Oeneis melissa"
"Nymphalis vaualbum","Polygonia vaualbum","species","Polygonia vau-album","Animalia","Arthropoda","Insecta","Lepidoptera","Nymphalidae","Polygonia","Nymphalis l-album"
"Oeneis chryxus calais","Oeneis chryxus calais","subspecies","","Animalia","Arthropoda","Insecta","Lepidoptera","Nymphalidae","Oeneis","Oeneis chryxus"
"Macrosaccus morrisella","Macrosaccus morrisella","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Gracillariidae","Macrosaccus","Macrosaccus morrisella"
"Psaphida resumens","Psaphida resumens","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Psaphida","Psaphida resumens"
"Xestia scropulana","Xestia scropulana","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Xestia","Xestia scropulana"
"Xestia atrata","Xestia atrata","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Xestia","Xestia atrata"
"Lithophane disposita","Lithophane disposita","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Lithophane","Lithophane disposita"
"Lithophane antennata","Lithophane antennata","species","Noctuelle des fruits verts","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Lithophane","Lithophane antennata"
"Orthodes goodelli","Orthodes goodelli","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Orthodes","Orthodes goodelli"
"Orthodes obscura","Orthodes obscura","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Orthodes","Orthodes obscura"
"Eupithecia lariciata","Eupithecia lariciata","species","L'eupithécie du mélèze","Animalia","Arthropoda","Insecta","Lepidoptera","Geometridae","Eupithecia","Eupithecia lariciata"
"Mythimna","Mythimna","genus","","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Mythimna",""
"Diarsia rosaria freemani","Diarsia rosaria freemani","subspecies","","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Diarsia","Diarsia rosaria"
"Abagrotis alternata","Abagrotis alternata","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Abagrotis","Abagrotis alternata"
"Eupithecia gelidata","Eupithecia gelidata","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Geometridae","Eupithecia","Eupithecia gelidata"
"Hemipachnobia monochromatea","Hemipachnobia monochromatea","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Hemipachnobia","Hemipachnobia monochromatea"
"Xestia adela","Xestia c-nigrum","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Xestia","Xestia c-nigrum"
"Xestia dolosa","Xestia dolosa","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Xestia","Xestia dolosa"
"Paradiarsia littoralis","Paradiarsia littoralis","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Paradiarsia","Paradiarsia littoralis"
"Lasionycta subdita","Lasionycta subdita","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Lasionycta","Lasionycta subdita"
"Eupithecia subfuscata","Eupithecia subfuscata","species","Eupithécie noirâtre","Animalia","Arthropoda","Insecta","Lepidoptera","Geometridae","Eupithecia","Eupithecia subfuscata"
"Mamestra curialis","Mamestra curialis","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Mamestra","Mamestra curialis"
"Eupithecia intricata","Eupithecia intricata","species","Eupithécie embrouillée","Animalia","Arthropoda","Insecta","Lepidoptera","Geometridae","Eupithecia","Eupithecia intricata"
"Eupithecia scopariata","Eupithecia scopariata","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Geometridae","Eupithecia","Eupithecia scopariata"
"Polia propodea","Polia propodea","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Polia","Polia propodea"
"Polia secedens","Lasionycta secedens","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Lasionycta","Lasionycta secedens"
"Eupithecia pseudotsugata","Eupithecia pseudotsugata","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Geometridae","Eupithecia","Eupithecia pseudotsugata"
"Agrotis ypsilon von","Agrotis ipsilon","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Agrotis","Agrotis ipsilon"
"Xestia perquiritata","Xestia perquiritata","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Xestia","Xestia perquiritata"
"Syngrapha diasema","Syngrapha diasema","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Syngrapha","Syngrapha diasema"
"Syngrapha montana","Syngrapha montana","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Syngrapha","Syngrapha montana"
"Elachista orestella","Elachista orestella","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Elachistidae","Elachista","Elachista orestella"
"Eupithecia assimilata","Eupithecia assimilata","species","Eupithécie du groseiller","Animalia","Arthropoda","Insecta","Lepidoptera","Geometridae","Eupithecia","Eupithecia assimilata"
"Lacinipolia anguina","Lacinipolia anguina","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Lacinipolia","Lacinipolia anguina"
"Eupithecia cimicifugata","Eupithecia cimicifugata","species","Eupithecia grata","Animalia","Arthropoda","Insecta","Lepidoptera","Geometridae","Eupithecia","Eupithecia cimicifugata"
"Eupithecia russeliata","Eupithecia russeliata","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Geometridae","Eupithecia","Eupithecia russeliata"
"Agrotis ruta","Agrotis ruta","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Agrotis","Agrotis ruta"
"Ochropleura plecta","Ochropleura plecta","species","Cordon blanc","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Ochropleura","Ochropleura plecta"
"Anarta","Anarta","genus","","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Anarta",""
"Euxoa quebecensis","Euxoa quebecensis","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Euxoa","Euxoa quebecensis"
"Anaplectoides","Anaplectoides","genus","","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Anaplectoides",""
"Phoberia atomaris","Phoberia atomaris","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Erebidae","Phoberia","Phoberia atomaris"
"Eupithecia regina","Eupithecia regina","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Geometridae","Eupithecia","Eupithecia regina"
"Limenitis arthemis rubrofasciata","Limenitis arthemis rubrofasciata","subspecies","","Animalia","Arthropoda","Insecta","Lepidoptera","Nymphalidae","Limenitis","Limenitis arthemis"
"Hesperia comma manitoba","Hesperia comma manitoba","subspecies","","Animalia","Arthropoda","Insecta","Lepidoptera","Hesperiidae","Hesperia","Hesperia comma"
"Antispila freemani","Antispila freemani","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Heliozelidae","Antispila","Antispila freemani"
"Bellura densa","Bellura densa","species","Arzama densa","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Bellura","Bellura densa"
"Geina periscelidactylus","Geina periscelidactylus","species","Geina periscelidactyla","Animalia","Arthropoda","Insecta","Lepidoptera","Pterophoridae","Geina","Geina periscelidactylus"
"Eucopina gloriola","Eucopina gloriola","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Tortricidae","Eucopina","Eucopina gloriola"
"Donacaula melinellus","Donacaula melinellus","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Crambidae","Donacaula","Donacaula melinellus"
"Boloria chariclea grandis","Boloria chariclea grandis","subspecies","","Animalia","Arthropoda","Insecta","Lepidoptera","Nymphalidae","Clossiana","Clossiana chariclea"
"Ectoedemia ulmella","Ectoedemia ulmella","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Nepticulidae","Ectoedemia","Ectoedemia ulmella"
"Chionodes sattleri","Chionodes sattleri","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Gelechiidae","Chionodes","Chionodes sattleri"
"Haploa contigua","Haploa contigua","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Erebidae","Haploa","Haploa contigua"
"Acronicta vinnula","Acronicta vinnula","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Acronicta","Acronicta vinnula"
"Eriocrania semipurpurella","Eriocrania semipurpurella","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Eriocraniidae","Eriocrania","Eriocrania semipurpurella"
"Calledapteryx dryopterata","Calledapteryx dryopterata","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Uraniidae","Epiplema","Calledapteryx dryopterata"
"Raphia frater abrupta","Raphia abrupta","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Raphia","Raphia frater"
"Papaipema appassionata","Papaipema appassionata","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Papaipema","Papaipema appassionata"
"Parectopa pennsylvaniella","Parectopa pennsylvaniella","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Gracillariidae","Parectopa","Parectopa pennsylvaniella"
"Lampronia corticella","Lampronia","genus","","Animalia","Arthropoda","Insecta","Lepidoptera","Prodoxidae","Lampronia","Incurvaria rubiella"
"Abagrotis placida","Abagrotis placida","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Abagrotis","Abagrotis placida"
"Abrostola ovalis","Abrostola ovalis","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Abrostola","Abrostola ovalis"
"Euhyponomeutoides gracilariella","Euhyponomeutoides gracilariella","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Yponomeutidae","Euhyponomeutoides","Euhyponomeutoides gracilariella"
"Xestia mixta","Xestia mixta","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Xestia","Xestia mixta"
"Eupithecia absinthiata","Eupithecia absinthiata","species","Eupithécie de labsinthe","Animalia","Arthropoda","Insecta","Lepidoptera","Geometridae","Eupithecia","Eupithecia absinthiata"
"Syngrapha abstrusa","Syngrapha abstrusa","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Syngrapha","Syngrapha abstrusa"
"Autographa rubidus","Autographa rubidus","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Autographa","Autographa rubidus"
"Oligocentria lignicolor","Oligocentria lignicolor","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Notodontidae","Oligocentria","Oligocentria lignicolor"
"Meganola minuscula","Meganola minuscula","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Nolidae","Meganola","Meganola minuscula"
"Algedonia mysippusalis","Anania mysippusalis","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Crambidae","Anania","Anania mysippusalis"
"Carpatolechia fugitivella","Carpatolechia fugitivella","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Gelechiidae","Carpatolechia","Carpatolechia fugitivella"
"Parornix vicinella","Parornix vicinella","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Gracillariidae","Parornix","Parornix vicinella"
"Caloptilia paradoxum","Caloptilia paradoxum","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Gracillariidae","Caloptilia","Caloptilia paradoxum"
"Neodactria caliginosellus","Neodactria caliginosellus","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Crambidae","Neodactria","Neodactria caliginosellus"
"Anicla forbesi","Anicla forbesi","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Anicla","Anicla forbesi"
"Psaphida styracis","Psaphida styracis","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Psaphida","Psaphida styracis"
"Agonochaetia shawinigan","Agonochaetia shawinigan","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Gelechiidae","Agonochaetia","Agonochaetia shawinigan"
"Protolampra brunneicollis","Protolampra brunneicollis","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Protolampra","Protolampra brunneicollis"
"Euxoa perpolita","Euxoa perpolita","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Euxoa","Euxoa perpolita"
"Mompha","Mompha","genus","","Animalia","Arthropoda","Insecta","Lepidoptera","Momphidae","Mompha",""
"Scardiella","Scardiella","genus","","Animalia","Arthropoda","Insecta","Lepidoptera","Tineidae","Scardiella",""
"Wockia asperipunctella","Wockia asperipunctella","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Urodidae","Wockia","Wockia asperipunctella"
"Immyrla nigrovittella","Immyrla nigrovittella","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Pyralidae","Immyrla","Immyrla nigrovittella"
"Hypoprepia fucosa tricolor","Hypoprepia fucosa tricolor","subspecies","","Animalia","Arthropoda","Insecta","Lepidoptera","Erebidae","Hypoprepia","Hypoprepia fucosa"
"Idia julia","Idia julia","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Erebidae","Idia","Idia julia"
"Catocala praeclara","Catocala praeclara","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Erebidae","Catocala","Catocala praeclara"
"Chytolita","Chytolita","genus","","Animalia","Arthropoda","Insecta","Lepidoptera","Erebidae","Macrochilo",""
"Lemmeria digitalis","Lemmeria digitalis","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Lemmeria","Lemmeria digitalis"
"Coleophora comptoniella","Coleophora comptoniella","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Coleophoridae","Coleophora","Coleophora comptoniella"
"Drasteria adumbrata alleni","Drasteria alleni","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Erebidae","Drasteria","Drasteria alleni"
"Amphipoea","Amphipoea","genus","","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Amphipoea",""
"Leucoptera albella","Leucoptera albella","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Lyonetiidae","Leucoptera","Leucoptera albella"
"Scopula","Scopula","genus","Leptaletis","Animalia","Arthropoda","Insecta","Lepidoptera","Geometridae","Scopula",""
"Aspilanta oinophylla","Antispila oinophylla","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Heliozelidae","Antispila","Antispila oinophylla"
"Coleophora rosaevorella","Coleophora rosaevorella","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Coleophoridae","Coleophora","Coleophora rosaevorella"
"Hypena madefactalis","Hypena madefactalis","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Erebidae","Hypena","Hypena madefactalis"
"Heliozelidae","Heliozelidae","family","","Animalia","Arthropoda","Insecta","Lepidoptera","Heliozelidae","",""
"Hellinsia inquinatus","Hellinsia inquinatus","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Pterophoridae","Hellinsia","Hellinsia inquinatus"
"Perimede erransella","Ithome erransella","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Cosmopterigidae","Ithome","Ithome erransella"
"Epiblema brightonana","Epiblema brightonana","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Tortricidae","Epiblema","Epiblema brightonana"
"Papaipema nelita","Papaipema nelita","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Papaipema","Papaipema nelita"
"Acleris forsskaleana","Acleris forsskaleana","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Tortricidae","Acleris","Acleris forsskaleana"
"Agnorisma bugrai","Agnorisma bugrai","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Agnorisma","Agnorisma bugrai"
"Cliniodes","Cliniodes","genus","","Animalia","Arthropoda","Insecta","Lepidoptera","Crambidae","Cliniodes",""
"Arequipa turbatella","Arequipa turbatella","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Crambidae","Crambus","Arequipa turbatella"
"Ellida caniplaga","Ellida caniplaga","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Notodontidae","Ellida","Ellida caniplaga"
"Pelochrista similiana","Pelochrista similiana","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Tortricidae","Pelochrista","Pelochrista similiana"
"Nymphalis milberti","Aglais milberti","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Nymphalidae","Aglais","Aglais milberti"
